"Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux"
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage blanc nature, 3% MG environ",2.09,1.7e-7,0.625,0.00443,1.63e-7,2.7e-8,1e-9,0.0218,0.000198,0.00641,0.0917,22.2,82.3,0.301,23.4,0.00000949
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage blanc nature, gourmand, 8% MG environ",2.34,1.73e-7,0.413,0.00489,1.84e-7,3.15e-8,1.21e-9,0.0249,0.000249,0.00669,0.104,25.9,93.9,0.329,19.8,0.0000155
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",1.57,1.79e-7,0.68,0.00393,1.15e-7,3.48e-8,1.76e-9,0.0144,0.000191,0.0068,0.0597,39.2,87.5,0.826,24.5,0.00000884
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D",1.93,1.7e-7,0.4,0.00423,1.47e-7,2.65e-8,1.02e-9,0.0195,0.000223,0.00524,0.0802,20.5,72.4,0.287,18.9,0.0000149
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, aux fruits, 2-3% MG",1.93,1.7e-7,0.4,0.00423,1.47e-7,2.65e-8,1.02e-9,0.0195,0.000223,0.00524,0.0802,20.5,72.4,0.287,18.9,0.0000149
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",1.93,1.7e-7,0.4,0.00423,1.47e-7,2.65e-8,1.02e-9,0.0195,0.000223,0.00524,0.0802,20.5,72.4,0.287,18.9,0.0000149
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, nature, 0% MG",1.73,1.69e-7,0.394,0.00391,1.3e-7,2.41e-8,9.23e-10,0.0169,0.000211,0.00456,0.069,18,62.3,0.267,18.4,0.0000145
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, nature, 10% MG environ",2.48,1.73e-7,0.418,0.00513,1.97e-7,3.33e-8,1.28e-9,0.0269,0.000258,0.00722,0.113,27.8,102,0.344,20.1,0.0000158
"lait et produits laitiers","produits laitiers frais et assimilés","Fromage frais type petit suisse, nature, 4% MG environ",2.03,1.71e-7,0.404,0.00439,1.56e-7,2.78e-8,1.06e-9,0.0208,0.00023,0.00561,0.0862,21.9,77.8,0.297,19.1,0.000015
"lait et produits laitiers","produits laitiers frais et assimilés","Gâteau au chocolat, cœur fondant, rayon frais",8.38,6.33e-8,0.873,0.0167,3.48e-7,4.48e-8,4.02e-9,0.0442,0.00109,0.0256,0.186,58.7,365,1.21,47.6,0.0000136
"lait et produits laitiers","produits laitiers frais et assimilés","Gâteau de riz au caramel, rayon frais",1.82,5.38e-8,0.664,0.00506,1.4e-7,8.3e-8,8.48e-10,0.0174,0.000255,0.0072,0.0706,22.4,61.7,1.93,26.8,0.00000619
"lait et produits laitiers","produits laitiers frais et assimilés","Gâteau de riz, appertisé",1.8,4.56e-8,0.591,0.0048,1.38e-7,9.71e-8,8.58e-10,0.0173,0.000249,0.00749,0.0698,23.6,63.4,2.22,25.4,0.00000547
"lait et produits laitiers","produits laitiers frais et assimilés","Gâteau de semoule aux raisins et caramel, rayon frais",1.8,5.13e-8,0.664,0.00451,1.34e-7,2.09e-8,8.23e-10,0.0164,0.000234,0.00558,0.0667,16.4,63.3,0.514,26.2,0.00000593
"lait et produits laitiers","produits laitiers frais et assimilés","Gâteau de semoule, appertisé",1.78,4.4e-8,0.599,0.00452,1.36e-7,2.34e-8,9.28e-10,0.0166,0.000264,0.00639,0.0671,18.2,75.4,0.548,25.5,0.00000553
"lait et produits laitiers","produits laitiers frais et assimilés","Ile flottante, rayon frais",1.92,5.53e-8,0.689,0.00523,1.57e-7,2.13e-8,1.09e-9,0.0195,0.000292,0.00697,0.0805,25,78.5,0.672,27.8,0.00000665
"lait et produits laitiers","produits laitiers frais et assimilés","Lait emprésuré aromatisé, rayon frais",1.83,2.87e-8,0.283,0.00422,1.4e-7,2.11e-8,9.15e-10,0.0175,0.000247,0.00494,0.0725,18.9,71.3,0.312,15.9,0.00000532
"lait et produits laitiers","produits laitiers frais et assimilés","Lait fermenté à boire, nature, au lait entier",1.83,4.42e-8,0.253,0.00398,1.37e-7,1.96e-8,8.16e-10,0.0173,0.000194,0.00484,0.0719,18.4,68,0.319,15.3,0.00000517
"lait et produits laitiers","produits laitiers frais et assimilés","Lait fermenté à boire, nature, maigre",1.66,4.35e-8,0.264,0.00372,1.21e-7,1.75e-8,7.34e-10,0.0149,0.000184,0.00421,0.0614,16.1,58.6,0.301,15.3,0.00000489
"lait et produits laitiers","produits laitiers frais et assimilés","Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",1.88,5.07e-8,0.65,0.00449,1.4e-7,2.11e-8,8.46e-10,0.0174,0.000219,0.00547,0.0712,17.8,64.4,0.458,25.8,0.00000587
"lait et produits laitiers","produits laitiers frais et assimilés","Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",1.89,5e-8,0.651,0.00431,1.37e-7,2.28e-8,8.61e-10,0.0171,0.000211,0.00535,0.0703,17.8,65.7,0.342,25.1,0.00000569
"lait et produits laitiers","produits laitiers frais et assimilés","Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",1.81,4.95e-8,0.646,0.0043,1.35e-7,2.04e-8,8.17e-10,0.0167,0.000214,0.00528,0.0682,16.9,61.7,0.45,25.1,0.00000572
"lait et produits laitiers","produits laitiers frais et assimilés","Lait gélifié aromatisé, nappé caramel, rayon frais",1.76,5.3e-8,0.663,0.00502,1.47e-7,1.84e-8,1.02e-9,0.0182,0.000285,0.00665,0.075,23.5,72.1,0.738,26.9,0.00000647
"lait et produits laitiers","produits laitiers frais et assimilés","Lait gélifié aromatisé, rayon frais",1.81,4.95e-8,0.646,0.0043,1.35e-7,2.04e-8,8.17e-10,0.0167,0.000214,0.00528,0.0682,16.9,61.7,0.45,25.1,0.00000572
"lait et produits laitiers","produits laitiers frais et assimilés","Liégeois aux fruits",2.05,1.09e-7,0.679,0.00498,1.53e-7,2.5e-8,1.01e-9,0.0186,0.000236,0.00609,0.0756,35,75.2,1.74,28.3,0.00000669
"lait et produits laitiers","produits laitiers frais et assimilés","Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",5.23,5.63e-8,0.778,0.00988,1.74e-7,2.44e-8,2.27e-9,0.0205,0.000616,0.0139,0.0833,23.7,195,0.622,35.5,0.00000721
"lait et produits laitiers","produits laitiers frais et assimilés","Milk-shake, provenant de fast food",1.51,4.74e-8,0.299,0.00349,1.22e-7,1.6e-8,6.96e-10,0.0156,0.000163,0.00433,0.0655,16.1,58.9,0.356,14.8,0.00000474
"lait et produits laitiers","produits laitiers frais et assimilés","Mousse à la crème de marrons, rayon frais",2.36,7.2e-8,0.78,0.00965,2.74e-7,4.98e-8,2.38e-9,0.036,0.000461,0.0134,0.151,60.2,120,1.8,36.2,0.0000102
"lait et produits laitiers","produits laitiers frais et assimilés","Mousse au chocolat (base laitière), rayon frais",9.68,6.43e-8,0.41,0.0184,2.35e-7,2.8e-8,4.84e-9,0.0275,0.0013,0.0278,0.113,52.7,413,0.931,38.2,0.00000943
"lait et produits laitiers","produits laitiers frais et assimilés","Mousse au chocolat traditionnelle, rayon frais",9.76,6.77e-8,0.41,0.0185,2.37e-7,2.81e-8,4.85e-9,0.0277,0.00129,0.0278,0.113,52.6,412,0.957,39.2,0.00000951
"lait et produits laitiers","produits laitiers frais et assimilés","Mousse aux fruits, rayon frais",2.28,6.86e-8,0.78,0.00955,2.72e-7,4.97e-8,2.37e-9,0.0358,0.000464,0.0134,0.151,60.3,120,1.78,35.2,0.0000102
"lait et produits laitiers","produits laitiers frais et assimilés","Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",5.08,5.05e-8,0.378,0.00942,1.65e-7,2e-8,2.18e-9,0.0195,0.000593,0.013,0.0793,23.1,192,0.589,25.7,0.00000653
"lait et produits laitiers","produits laitiers frais et assimilés","Pain perdu",2.18,4.68e-8,0.724,0.00624,1.78e-7,2.52e-8,1.17e-9,0.0219,0.000378,0.00805,0.0908,27.8,98.6,0.744,31.3,0.00000908
"lait et produits laitiers","produits laitiers frais et assimilés","Panna cotta, rayon frais",2.38,5.92e-8,0.993,0.00563,1.87e-7,2.78e-8,1.1e-9,0.0238,0.000276,0.00773,0.0986,23.2,86,0.666,35.1,0.00000762
"lait et produits laitiers","produits laitiers frais et assimilés","Profiteroles (crème pâtissière et sauce chocolat), rayon frais",4.25,6.07e-8,0.778,0.00864,1.73e-7,2.54e-8,2.02e-9,0.0209,0.000521,0.0122,0.0848,26.3,165,0.598,34.8,0.0000074
"lait et produits laitiers","produits laitiers frais et assimilés","Riz au lait, rayon frais",1.84,5.46e-8,0.666,0.00522,1.41e-7,9.82e-8,8.88e-10,0.0176,0.000264,0.00767,0.0714,24.4,63.9,2.2,26.9,0.00000627
"lait et produits laitiers","produits laitiers frais et assimilés","Semoule au lait, rayon frais",1.8,5.13e-8,0.664,0.00451,1.34e-7,2.09e-8,8.23e-10,0.0164,0.000234,0.00558,0.0667,16.4,63.3,0.514,26.2,0.00000593
"lait et produits laitiers","produits laitiers frais et assimilés","Tiramisu, rayon frais",10.7,1.8e-7,1.25,0.0347,0.00000115,4.19e-7,1.36e-8,0.142,0.00193,0.0675,0.59,286,442,7.74,93.2,0.0000366
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt à la grecque, au lait de brebis",2.7,5.1e-8,0.669,0.0049,3.47e-7,3.12e-8,1.13e-9,0.0473,0.000246,0.0105,0.205,11.6,222,0.444,27.1,0.0000065
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt à la grecque, nature",1.89,5e-8,0.651,0.00431,1.37e-7,2.28e-8,8.61e-10,0.0171,0.000211,0.00535,0.0703,17.8,65.7,0.342,25.1,0.00000569
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt à la grecque, sur lit de fruits",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt au lait de chèvre, nature, 5% MG environ",2.04,5.11e-8,0.682,0.00472,2.67e-7,2.59e-8,9.49e-10,0.0348,0.00026,0.00727,0.148,14.9,103,0.692,27,0.00000635
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",1.88,5.07e-8,0.65,0.00449,1.4e-7,2.11e-8,8.46e-10,0.0174,0.000219,0.00547,0.0712,17.8,64.4,0.458,25.8,0.00000587
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",1.88,5.07e-8,0.65,0.00449,1.4e-7,2.11e-8,8.46e-10,0.0174,0.000219,0.00547,0.0712,17.8,64.4,0.458,25.8,0.00000587
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",1.85,5.03e-8,0.69,0.00439,1.38e-7,2.12e-8,8.39e-10,0.0171,0.000218,0.00545,0.0699,17.3,63.3,0.452,26.2,0.00000588
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux céréales",2.34,6.09e-8,0.703,0.00675,1.83e-7,5.23e-8,2.43e-9,0.0237,0.00038,0.0158,0.101,46.7,135,1.49,28.9,0.00000759
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",2.34,6.09e-8,0.703,0.00675,1.83e-7,5.23e-8,2.43e-9,0.0237,0.00038,0.0158,0.101,46.7,135,1.49,28.9,0.00000759
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",2.5,5.97e-8,0.662,0.00571,1.67e-7,4.6e-8,2.64e-9,0.0212,0.000289,0.00748,0.0877,57.2,97.3,1.06,27,0.00000654
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",1.89,1.01e-7,0.657,0.00466,1.45e-7,2.38e-8,9.57e-10,0.0176,0.000229,0.00582,0.0719,33.5,72.1,1.64,26.2,0.00000638
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, nature",1.89,5e-8,0.651,0.00431,1.37e-7,2.28e-8,8.61e-10,0.0171,0.000211,0.00535,0.0703,17.8,65.7,0.342,25.1,0.00000569
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",1.89,5e-8,0.651,0.00431,1.37e-7,2.28e-8,8.61e-10,0.0171,0.000211,0.00535,0.0703,17.8,65.7,0.342,25.1,0.00000569
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",2.21,5.34e-8,0.711,0.00487,1.64e-7,2.68e-8,1.01e-9,0.021,0.000233,0.00645,0.0872,21.6,80.9,0.376,27.3,0.00000632
"lait et produits laitiers","produits laitiers frais et assimilés","Yaourt, lait fermenté ou spécialité laitière, nature, sucré",1.86,5.01e-8,0.653,0.00439,1.39e-7,2.1e-8,8.41e-10,0.0172,0.000219,0.00544,0.0706,17.5,63.7,0.463,25.4,0.00000604
"matières grasses","autres matières grasses","Graisse de canard",2.61,1.34e-7,0.984,0.00853,2.75e-7,2.5e-8,2.71e-9,0.0343,0.000405,0.00801,0.139,39.1,78.7,0.747,43.9,0.0000083
"matières grasses","autres matières grasses","Graisse de dinde",2.33,1.15e-7,0.408,0.009,2.9e-7,2.86e-8,2.79e-9,0.0355,0.000361,0.00819,0.145,47.3,77.7,0.743,30.2,0.00000816
"matières grasses","autres matières grasses","Graisse de poulet",2.33,1.15e-7,0.408,0.009,2.9e-7,2.86e-8,2.79e-9,0.0355,0.000361,0.00819,0.145,47.3,77.7,0.743,30.2,0.00000816
"matières grasses","autres matières grasses","Graisse d'oie",2.33,1.15e-7,0.408,0.009,2.9e-7,2.86e-8,2.79e-9,0.0355,0.000361,0.00819,0.145,47.3,77.7,0.743,30.2,0.00000816
"matières grasses","autres matières grasses","Lard gras, cru",2.55,1.13e-7,0.564,0.00791,2.13e-7,2.54e-8,2.53e-9,0.0251,0.000333,0.0072,0.0979,51,78.7,0.673,31.2,0.00000863
"matières grasses","autres matières grasses","Saindoux",2.55,1.13e-7,0.564,0.00791,2.13e-7,2.54e-8,2.53e-9,0.0251,0.000333,0.0072,0.0979,51,78.7,0.673,31.2,0.00000863
"matières grasses","beurres","Beurre à 39-41% MG, léger, doux",6.29,5.98e-8,0.801,0.0116,5.56e-7,7.96e-8,3.12e-9,0.0789,0.000466,0.0211,0.341,78.9,307,0.701,32.1,0.0000153
"matières grasses","beurres","Beurre à 60-62% MG, à teneur réduite en matière grasse, demi-sel",7.25,6.51e-8,0.749,0.013,6.42e-7,9.09e-8,3.57e-9,0.0918,0.000522,0.0246,0.398,91.5,358,0.796,32.3,0.0000165
"matières grasses","beurres","Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",7.28,6.52e-8,0.745,0.0131,6.45e-7,9.12e-8,3.58e-9,0.0923,0.000521,0.0247,0.4,92,360,0.8,32.2,0.0000164
"matières grasses","beurres","Beurre à 80% MG, demi-sel",7.88,6.86e-8,0.714,0.014,6.99e-7,9.84e-8,3.86e-9,0.1,0.000557,0.0269,0.436,99.9,392,0.859,32.3,0.0000172
"matières grasses","beurres","Beurre à 80% MG, salé",7.88,6.86e-8,0.714,0.014,6.99e-7,9.84e-8,3.86e-9,0.1,0.000557,0.0269,0.436,99.9,392,0.859,32.3,0.0000172
"matières grasses","beurres","Beurre à 82% MG, doux",7.94,6.89e-8,0.709,0.014,7.06e-7,9.9e-8,3.89e-9,0.101,0.000558,0.0271,0.44,101,396,0.866,32.3,0.0000171
"matières grasses","beurres","Beurre à 82% MG, doux, tendre",7.94,6.89e-8,0.709,0.014,7.06e-7,9.9e-8,3.89e-9,0.101,0.000558,0.0271,0.44,101,396,0.866,32.3,0.0000171
"matières grasses","beurres","Huile de beurre ou Beurre concentré",7.94,6.89e-8,0.707,0.014,7.06e-7,9.9e-8,3.89e-9,0.101,0.000558,0.0271,0.44,101,396,0.866,32.2,0.0000171
"matières grasses","beurres","Matière grasse laitière à 20% MG, légère, ""à tartiner"", doux",4.55,5.01e-8,0.898,0.00899,3.97e-7,5.91e-8,2.31e-9,0.0552,0.000368,0.0148,0.237,55.8,213,0.526,32,0.0000135
"matières grasses","beurres","Matière grasse laitière à 25% MG, légère, ""à tartiner"", doux",5.11,5.33e-8,0.871,0.00984,4.48e-7,6.58e-8,2.57e-9,0.0629,0.0004,0.0169,0.271,63.3,243,0.583,32.1,0.0000141
"matières grasses","huiles de poissons","Huile de foie de morue",3.05,1.4e-7,0.314,0.0193,2.54e-7,2.75e-8,1.47e-9,0.0247,0.000382,0.00619,0.06,23.5,16.8,1.03,43.4,0.0000115
"matières grasses","huiles de poissons","Huile de hareng",3.05,1.4e-7,0.314,0.0193,2.54e-7,2.75e-8,1.47e-9,0.0247,0.000382,0.00619,0.06,23.5,16.8,1.03,43.4,0.0000115
"matières grasses","huiles de poissons","Huile de sardine",3.05,1.4e-7,0.314,0.0193,2.54e-7,2.75e-8,1.47e-9,0.0247,0.000382,0.00619,0.06,23.5,16.8,1.03,43.4,0.0000115
"matières grasses","huiles de poissons","Huile de saumon",3.05,1.4e-7,0.314,0.0193,2.54e-7,2.75e-8,1.47e-9,0.0247,0.000382,0.00619,0.06,23.5,16.8,1.03,43.4,0.0000115
"matières grasses","huiles et graisses végétales","Beurre de cacao",27.4,8.24e-8,0.252,0.0451,3.15e-7,3.95e-8,1.17e-8,0.0309,0.00288,0.0635,0.116,62.2,1050,0.44,66.2,0.00000897
"matières grasses","huiles et graisses végétales","Huile combinée (mélange d'huiles)",2.5,2.98e-7,0.252,0.00905,2.15e-7,6.16e-8,5.04e-9,0.0283,0.000871,0.0249,0.128,63,409,0.736,20.6,0.0000125
"matières grasses","huiles et graisses végétales","Huile combinée, mélange d'huile d'olive et de graines",2.24,2.9e-7,0.243,0.00972,2.51e-7,9.34e-8,3.68e-9,0.0335,0.000707,0.023,0.149,56.8,416,4.99,21.5,0.0000142
"matières grasses","huiles et graisses végétales","Huile d'arachide",4.27,2.78e-7,0.192,0.0233,6.41e-7,2e-7,7.7e-9,0.0958,0.00186,0.0576,0.395,98.9,777,24.4,39.6,0.0000187
"matières grasses","huiles et graisses végétales","Huile d'avocat",5.84,1.86e-7,0.414,0.0205,2.91e-7,3.01e-7,3.32e-9,0.0346,0.00123,0.0388,0.105,86.5,383,107,56.1,0.0000399
