"Nom base français","Nom attribut français","Nom frontière français","Unité français","Total poste non décomposé","CO2f","CH4f","N2O","Autres GES","Localisation géographique","Date de création","Date de modification","Réglementations","Qualité","Commentaire français"
"Pomme conventionnelle","plateforme électrique","au verger/FR U","kgCO2e/kg",0.0647,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pomme conventionnelle","système de pulvérisation fixe","au verger/FR U","kgCO2e/kg",0.0803,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pomme conventionnelle","système de pulvérisation fixe et plateforme électrique","au verger/FR U","kgCO2e/kg",0.0574,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pomme conventionnelle","tolérante tavelure","au verger/FR U","kgCO2e/kg",0.0849,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pomme de terre",,,"kgCO2e/Ha",3093,,,,,"France continentale","2021-09-09","2024-05-17",,,
"Pomme de terre","bouillie/cuite à l'eau",,"kgCO2e/kg de poids net",0.946,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre","bouillie/cuite à l'eau",,"kgCO2e/kg de poids net",0.824,,,,,"France continentale","2023-03-16","2024-05-17",,2.6,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau"
"Pomme de terre","flocons déshydratés","au lait ou à la crème","kgCO2e/kg de poids net",1.31,,,,,"France continentale","2023-03-16","2024-05-17",,3,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Micro-onde"
"Pomme de terre","flocons déshydratés","nature","kgCO2e/kg de poids net",0.703,,,,,"France continentale","2023-03-16","2024-05-17",,3.1,"Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Micro-onde"
"Pomme de terre","flocons déshydratés, au lait ou à la crème",,"kgCO2e/kg de poids net",1.83,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre","flocons déshydratés, nature",,"kgCO2e/kg de poids net",0.771,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre","purée","avec lait et beurre non salée","kgCO2e/kg de poids net",1.39,,,,,"France continentale","2023-03-16","2024-05-17",,2.8,"Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde"
"Pomme de terre","purée à base de flocons","reconstituée avec lait demi-écrémé et eau  non salée","kgCO2e/kg de poids net",1.39,,,,,"France continentale","2023-03-16","2024-05-17",,2.8,"Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde"
"Pomme de terre","purée à base de flocons","reconstituée avec lait entier  matière grasse","kgCO2e/kg de poids net",1.39,,,,,"France continentale","2023-03-16","2024-05-17",,3,"Livraison : Ambiant (long) - Matériau d'emballage : PP - Préparation : Micro-onde"
"Pomme de terre","rôtie/cuite au four",,"kgCO2e/kg de poids net",0.824,,,,,"France continentale","2023-03-16","2024-05-17",,2.6,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Four"
"Pomme de terre","sans peau","crue","kgCO2e/kg de poids net",0.495,,,,,"France continentale","2023-03-16","2024-05-17",,2.3,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Pas de préparation"
"Pomme de terre","sans peau","cuite au four","kgCO2e/kg de poids net",0.814,,,,,"France continentale","2023-03-16","2024-05-17",,2.7,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Four"
"Pomme de terre","sans peau, crue",,"kgCO2e/kg de poids net",0.599,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre","sautée/poêlée",,"kgCO2e/kg de poids net",0.895,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre","sautée/poêlée",,"kgCO2e/kg de poids net",0.81,,,,,"France continentale","2023-03-16","2024-05-17",,2.6,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Poêle"
"Pomme de terre dauphine","surgelée","crue","kgCO2e/kg de poids net",2.1,,,,,"France continentale","2023-03-16","2024-05-17",,2.4,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation"
"Pomme de terre dauphine","surgelée","cuite","kgCO2e/kg de poids net",3.07,,,,,"France continentale","2023-03-16","2024-05-17",,2.7,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Four"
"Pomme de terre dauphine","surgelée, crue",,"kgCO2e/kg de poids net",2.54,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre dauphine","surgelée, cuite",,"kgCO2e/kg de poids net",3.68,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre de conservation","sans peau","bouillie/cuite à l'eau","kgCO2e/kg de poids net",0.651,,,,,"France continentale","2023-03-16","2024-05-17",,2.7,"Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Cuisson à l'eau"
"Pomme de terre de conservation","sans peau, bouillie/cuite à l'eau",,"kgCO2e/kg de poids net",0.796,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre duchesse","surgelée","crue","kgCO2e/kg de poids net",1.73,,,,,"France continentale","2023-03-16","2024-05-17",,2.4,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation"
"Pomme de terre duchesse","surgelée","cuite","kgCO2e/kg de poids net",2.55,,,,,"France continentale","2023-03-16","2024-05-17",,2.7,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Four"
"Pomme de terre duchesse","surgelée, crue",,"kgCO2e/kg de poids net",2.22,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre duchesse","surgelée, cuite",,"kgCO2e/kg de poids net",3.22,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre fécule","de l'association de cultures, biologique, système n ° 1","Sortie de ferme","kgCO2e/kg",0.0585,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Pomme de terre fécule","moyenne conventionnel","national, à la ferme/FR U","kgCO2e/kg",0.0849,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pomme de terre noisette","surgelée","crue","kgCO2e/kg de poids net",3.46,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation"
"Pomme de terre noisette","surgelée","cuite","kgCO2e/kg de poids net",5.01,,,,,"France continentale","2023-03-16","2024-05-17",,2.8,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Four"
"Pomme de terre noisette","surgelée, crue",,"kgCO2e/kg de poids net",4.4,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre noisette","surgelée, cuite",,"kgCO2e/kg de poids net",6.33,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre nouvelle","crue",,"kgCO2e/kg de poids net",0.467,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre nouvelle","crue",,"kgCO2e/kg de poids net",0.368,,,,,"France continentale","2023-03-16","2024-05-17",,2.4,"Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Pomme de terre primeur","sans peau","bouillie/cuite à l'eau","kgCO2e/kg de poids net",0.651,,,,,"France continentale","2023-03-16","2024-05-17",,2.7,"Livraison : Ambiant (moyen) - Matériau d'emballage : Carton - Préparation : Cuisson à l'eau"
"Pomme de terre primeur","sans peau, bouillie/cuite à l'eau",,"kgCO2e/kg de poids net",0.796,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre rissolée","surgelée","crue","kgCO2e/kg de poids net",0.967,,,,,"France continentale","2023-03-16","2024-05-17",,2.4,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Pas de préparation"
"Pomme de terre rissolée","surgelée","cuite","kgCO2e/kg de poids net",1.46,,,,,"France continentale","2023-03-16","2024-05-17",,2.8,"Livraison : Congelé - Matériau d'emballage : LDPE - Préparation : Four"
"Pomme de terre rissolée","surgelée, crue",,"kgCO2e/kg de poids net",0.687,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre rissolée","surgelée, cuite",,"kgCO2e/kg de poids net",1.04,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre sautée/poêlée à la graisse de canard",,,"kgCO2e/kg de poids net",0.537,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre sautée/poêlée à la graisse de canard",,,"kgCO2e/kg de poids net",0.675,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Micro-onde"
"Pomme de terre vapeur","sous vide",,"kgCO2e/kg de poids net",0.946,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pomme de terre vapeur","sous vide",,"kgCO2e/kg de poids net",0.824,,,,,"France continentale","2023-03-16","2024-05-17",,2.9,"Livraison : Ambiant (moyen) - Matériau d'emballage : PP - Préparation : Cuisson à l'eau"
"Pomme de terre, rôtie/cuite au four",,,"kgCO2e/kg de poids net",0.915,,,,,"France continentale","2021-03-04","2024-05-17",,,"Pomme de terre, rôtie/cuite au four"
"Pomme Golden","pulpe et peau","crue","kgCO2e/kg de poids net",0.463,,,,,"France continentale","2023-03-16","2024-05-17",,2.3,"Livraison : Ambiant (moyen) - Matériau d'emballage : Pas d'emballage - Préparation : Pas de préparation"
"Pomme mix conventionnel et biologique","moyenne nationale","au verger/FR U","kgCO2e/kg",0.0905,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pommes",,,"kgCO2e/Ha",84198,,,,,"France continentale","2021-09-09","2024-05-17",,,
"Pommes de terre",,"amont et combustion","kgCO2e/ha",441,441,0,0,0,"France continentale","2014-11-06","2014-11-06",,,
"Pommes de terre",,"amont et combustion","kgCO2e/ha",399,399,0,0,0,"France continentale","2014-11-06","2014-11-06",,,
"Pommes de terre",,"amont et combustion","kgCO2e/ha",42.1,42.1,0,0,0,"France continentale","2014-11-06","2014-11-06",,,
"Pommes de terre",,"consommation de carburant annuelle pour la culture","litre / ha",150,,,,,"France continentale","2014-11-06","2014-11-06",,,
"Pommes de terre",,"fabrication engins","kgCO2e/ha",128,128,0,0,0,"France continentale","2014-11-06","2014-11-06",,,
"Pommes de terre","conventionnel","à usage industriel, à la ferme/FR U","kgCO2e/kg",0.094,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pommes de terre","conventionnel","mélange de variétés, moyenne nationale, à la ferme/FR U","kgCO2e/kg",0.0921,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pommes de terre","conventionnel","pour le marché frais, autres variétés, à la ferme/FR U","kgCO2e/kg",0.0938,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pommes de terre","conventionnel","pour le marché frais, variétés à chair ferme, à la ferme/FR U","kgCO2e/kg",0.106,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Pommes de terre","de l'association de cultures, biologique, système n ° 1","Sortie de ferme","kgCO2e/kg",0.074,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Pommes de terre","de l'association de cultures, biologique, système n ° 2","Sortie de ferme","kgCO2e/kg",0.0642,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Pommes de terre","de l'association de cultures, biologique, système n ° 3","Sortie de ferme","kgCO2e/kg",0.0644,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Pommes de terre","de l'association de cultures, biologique, système n ° 4","Sortie de ferme","kgCO2e/kg",0.0631,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1500,,,,,"France continentale","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","%",0,,,,,"France continentale","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"consommation moyenne annuelle d'électricité","kWh / (ménage.an)",1975,,,,,"France continentale","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",2,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",2,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",2,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",2,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",2,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Pompe de piscine",,"taux équipement","%",0,,,,,"Outre-mer","2014-11-06","2014-11-06",,,
"Ponçage du cuir",,"procédé porte à porte","kgCO2e/kg de cuir traité",0.106,0.0994,0.006,0.000773,0.00000135,"Monde","2014-11-06","2014-11-06",,,
"Ponçage du cuir",,"procédé porte à porte","kgCO2e/kg de cuir traité",0.0588,0.0553,0.00315,0.0003,0.00000227,"Europe","2014-11-06","2014-11-06",,,
"Pont l'Évêque",,,"kgCO2e/kg de poids net",5.49,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pont l'Évêque",,,"kgCO2e/kg de poids net",5.39,,,,,"France continentale","2023-03-16","2024-05-17",,2.2,"Livraison : Glacé - Matériau d'emballage : LDPE - Préparation : Pas de préparation"
"Pop-corn ou Maïs éclaté","à l'air","non salé","kgCO2e/kg de poids net",0.985,,,,,"France continentale","2023-03-16","2024-05-17",,2.2,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Four"
"Pop-corn ou Maïs éclaté","à l'air, non salé",,"kgCO2e/kg de poids net",0.796,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pop-corn ou Maïs éclaté","à l'huile","salé","kgCO2e/kg de poids net",0.909,,,,,"France continentale","2023-03-16","2024-05-17",,1.9,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Four"
"Pop-corn ou Maïs éclaté","à l'huile, salé",,"kgCO2e/kg de poids net",0.768,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pop-corn ou Maïs éclaté","au caramel",,"kgCO2e/kg de poids net",2.28,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Pop-corn ou Maïs éclaté","au caramel",,"kgCO2e/kg de poids net",1.64,,,,,"France continentale","2023-03-16","2024-05-17",,2.1,"Livraison : Ambiant (long) - Matériau d'emballage : Carton - Préparation : Pas de préparation"
"Porc","bardière découennée","crue","kgCO2e/kg de poids net",1.72,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Glacé - Matériau d'emballage : PS - Préparation : Pas de préparation"
"Porc","bardière découennée, crue",,"kgCO2e/kg de poids net",1.57,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Porc","biologique","moyenne nationale, à la ferme/FR U","kgCO2e/kg de poids vif",4.4,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","carré","cru","kgCO2e/kg de poids net",10.5,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation"
"Porc","carré","cuit","kgCO2e/kg de poids net",13.3,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Glacé - Matériau d'emballage : PET - Préparation : Four"
"Porc","carré, cru",,"kgCO2e/kg de poids net",9.5,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Porc","carré, cuit",,"kgCO2e/kg de poids net",12.1,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Porc","conventionnal","Bleu Blanc Coeur, à la ferme/FR U","kgCO2e/kg de poids vif",2.61,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","conventionnel","fourniture d'aliments à la ferme, à la ferme/FR U","kgCO2e/kg de poids vif",2.84,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","conventionnel","nourri au tourteau de colza, à la ferme/FR U","kgCO2e/kg de poids vif",2.74,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","conventionnel","nourri au tourteau de soja, à la ferme/FR U","kgCO2e/kg de poids vif",2.95,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","conventionnel","traitement des boues excédentaires, à la ferme/FR U","kgCO2e/kg de poids vif",2.73,,,,,"France continentale","2023-03-16","2023-03-16",,,
"Porc","conventionnel, moyenne nationale, aliments pour animaux","Sortie de ferme","kgCO2e/kg de poids vif",2.42,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Porc","conventionnel, qualité déclassée, alimentation animale","Sortie de ferme","kgCO2e/kg de poids vif",2.47,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Porc","conventionnel, qualité malterie, alimentation animale","Sortie de ferme","kgCO2e/kg de poids vif",2.36,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Porc","conventionnel, qualité malterie, alimentation animale","Sortie de ferme","kgCO2e/kg de poids vif",3.35,,,,,"France continentale","2020-12-04","2024-05-17",,,
"Porc","côte","crue","kgCO2e/kg de poids net",10.5,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Glacé - Matériau d'emballage : PET - Préparation : Pas de préparation"
"Porc","côte","grillée","kgCO2e/kg de poids net",13.3,,,,,"France continentale","2023-03-16","2024-05-17",,2.5,"Livraison : Glacé - Matériau d'emballage : PET - Préparation : Four"
"Porc","côte, crue",,"kgCO2e/kg de poids net",9.5,,,,,"France continentale","2021-03-04","2024-05-17",,,
"Porc","côte, grillée",,"kgCO2e/kg de poids net",12.1,,,,,"France continentale","2021-03-04","2024-05-17",,,
